date,type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Diperbarui 17 hari lalu,Rumah Second,"Rp2,7 M","Cakung, Kota Jakarta Timur",7 KT,LT 240m²,LB 360m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp22 M,"Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 1669m²,LB 600m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,9 M","Kelapa Gading, Kota Jakarta Utara",5 KT,LT 105m²,LB 320m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp93,6 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",24 KT,LT 1950m²,LB 800m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 88m²,LB 80m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,7 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 211m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp12,5 M","Tebet, Kota Jakarta Selatan",6 KT,LT 400m²,LB 350m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 63m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp6,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 151m²,LB 227m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 120m²,LB 105m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp17,5 M","Pasar Minggu, Kota Jakarta Selatan",LT 351m²,LB 550m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp4,9 M","Grogol Petamburan, Kota Jakarta Barat",LT 66m²,LB 264m²,,
Diperbarui 17 hari lalu,Rumah Second,Rp55 M,"Menteng, Kota Jakarta Pusat",LT 735m²,LB 503m²,,
Diperbarui 17 hari lalu,Rumah Second,Rp15 M,"Tanah Abang, Kota Jakarta Pusat",LT 352m²,LB 510m²,,
Diperbarui 17 hari lalu,Rumah Second,Rp27 M,"Menteng, Kota Jakarta Pusat",3 KT,LT 285m²,LB 400m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp6,5 M","Johar Baru, Kota Jakarta Pusat",LT 250m²,LB 300m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,9 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 78m²,LB 100m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,2 M","Tanah Abang, Kota Jakarta Pusat",5 KT,LT 201m²,LB 310m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp3 M,"Johar Baru, Kota Jakarta Pusat",5 KT,LT 92m²,LB 210m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp17,5 M","Pasar Minggu, Kota Jakarta Selatan",LT 351m²,LB 550m²,,
Diperbarui 17 hari lalu,Rumah Second,Rp80 M,"Menteng, Kota Jakarta Pusat",LT 720m²,LB 550m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp11,5 M","Tanah Abang, Kota Jakarta Pusat",LT 240m²,LB 120m²,,
Diperbarui 17 hari lalu,Rumah Second,Rp3 M,"Kalideres, Kota Jakarta Barat",6 KT,LT 90m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,7 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 88m²,LB 79m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp3 M,"Johar Baru, Kota Jakarta Pusat",5 KT,LT 92m²,LB 210m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp11,5 M","Tanah Abang, Kota Jakarta Pusat",2 KT,LT 240m²,LB 120m²,
Diperbarui 17 hari lalu,Rumah Second,Rp23 M,"Kebayoran Lama, Kota Jakarta Selatan",7 KT,LT 1322m²,LB 350m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp3,8 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 134m²,LB 184m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,4 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 104m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp20 M,"Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 1387m²,LB 553m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp14,3 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 650m²,LB 650m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,2 M","Cempaka Putih, Kota Jakarta Pusat",2 KT,LT 25m²,LB 50m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,8 M","Makasar, Kota Jakarta Timur",3 KT,LT 118m²,LB 162m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp4,7 M","Jagakarsa, Kota Jakarta Selatan",LT 185m²,LB 271m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp4,6 M","Pademangan, Kota Jakarta Utara",LT 90m²,LB 270m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp3,3 M","Jagakarsa, Kota Jakarta Selatan",LT 101m²,LB 149m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,9 M","Kembangan, Kota Jakarta Barat",4 KT,LT 75m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,8 M","Kembangan, Kota Jakarta Barat",3 KT,LT 450m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,2 M","Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 269m²,LB 239m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp19 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 612m²,LB 362m²,
Diperbarui 17 hari lalu,Rumah Second,Rp50 M,"Pancoran, Kota Jakarta Selatan",1 KT,LT 2145m²,LB 820m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp75 M,"Menteng, Kota Jakarta Pusat",LT 829m²,LB 500m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Taman Sari, Kota Jakarta Barat",4 KT,LT 90m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Kebon Jeruk, Kota Jakarta Barat",2 KT,LT 120m²,LB 100m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp975 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 45m²,LB 90m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,6 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 225m²,LB 350m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,7 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 103m²,LB 185m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",4 KT,LT 162m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp3 M,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 400m²,LB 450m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp40 M,"Menteng, Kota Jakarta Pusat",LT 695m²,LB 500m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp4,5 M","Jagakarsa, Kota Jakarta Selatan",LT 178m²,LB 271m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Tebet, Kota Jakarta Selatan",6 KT,LT 236m²,LB 350m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp19,5 M","Menteng, Kota Jakarta Pusat",6 KT,LT 486m²,LB 416m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp3,1 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 128m²,LB 190m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp9,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 292m²,LB 480m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp18 M,"Penjaringan, Kota Jakarta Utara",4 KT,LT 450m²,LB 450m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp4,9 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 130m²,LB 350m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp8 M,"Cilandak, Kota Jakarta Selatan",8 KT,LT 483m²,LB 358m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp6,6 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 254m²,LB 230m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp11,8 M","Mampang Prapatan, Kota Jakarta Selatan",17 KT,LT 400m²,LB 375m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp22,5 M","Tanah Abang, Kota Jakarta Pusat",18 KT,LT 300m²,LB 450m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 112m²,LB 160m²,HGB
Diperbarui 17 hari lalu,Rumah Second,Rp42 M,"Menteng, Kota Jakarta Pusat",5 KT,LT 492m²,LB 400m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp9,5 M","Menteng, Kota Jakarta Pusat",LT 401m²,LB 156m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 82m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp55 M,"Menteng, Kota Jakarta Pusat",9 KT,LT 685m²,LB 800m²,
Diperbarui 17 hari lalu,Rumah Second,Rp18 M,"Menteng, Kota Jakarta Pusat",3 KT,LT 312m²,LB 200m²,
Diperbarui 17 hari lalu,Rumah Second,Rp16 M,"Cilandak, Kota Jakarta Selatan",27 KT,LT 494m²,LB 360m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Ciracas, Kota Jakarta Timur",4 KT,LT 105m²,LB 114m²,
Diperbarui 17 hari lalu,Rumah Second,Rp40 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 350m²,LB 900m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp95 M,"Menteng, Kota Jakarta Pusat",LT 820m²,LB 572m²,,
Diperbarui 17 hari lalu,Rumah Second,"Rp3,2 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 180m²,LB 300m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,5 M","Tebet, Kota Jakarta Selatan",3 KT,LT 450m²,LB 300m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp3,7 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 120m²,LB 180m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 102m²,LB 63m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,4 M","Penjaringan, Kota Jakarta Utara",4 KT,LT 97m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp27 M,"Pasar Minggu, Kota Jakarta Selatan",10 KT,LT 1450m²,LB 650m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 97m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 63m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 130m²,LB 70m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,7 M","Cakung, Kota Jakarta Timur",4 KT,LT 211m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,7 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 211m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Cilincing, Kota Jakarta Utara",3 KT,LT 94m²,LB 150m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp4,6 M","Kebayoran Baru, Kota Jakarta Selatan",7 KT,LT 210m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 101m²,LB 220m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp8 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 537m²,LB 600m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 160m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,1 M","Cakung, Kota Jakarta Timur",5 KT,LT 200m²,LB 150m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Kalideres, Kota Jakarta Barat",5 KT,LT 176m²,LB 176m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,4 M","Cakung, Kota Jakarta Timur",3 KT,LT 98m²,LB 98m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp3,9 M","Cakung, Kota Jakarta Timur",4 KT,LT 126m²,LB 126m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,1 M","Koja, Kota Jakarta Utara",5 KT,LT 375m²,LB 600m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp3 M,"Pancoran, Kota Jakarta Selatan",9 KT,LT 120m²,LB 200m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Cengkareng, Kota Jakarta Barat",7 KT,LT 112m²,LB 100m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,6 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 95m²,LB 165m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 102m²,LB 63m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,2 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 180m²,LB 300m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp2,2 M","Kemayoran, Kota Jakarta Pusat",10 KT,LT 180m²,LB 68m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp7 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 540m²,LB 225m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 105m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,3 M","Jatinegara, Kota Jakarta Timur",5 KT,LT 128m²,LB 96m²,Girik
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Grogol Petamburan, Kota Jakarta Barat",4 KT,LT 56m²,LB 165m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Cengkareng, Kota Jakarta Barat",5 KT,LT 112m²,LB 100m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Kalideres, Kota Jakarta Barat",5 KT,LT 176m²,LB 352m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 63m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,4 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 64m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,7 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 63m²,
Diperbarui 17 hari lalu,Rumah Second,Rp10 M,"Kebayoran Baru, Kota Jakarta Selatan",7 KT,LT 352m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,7 M","Cakung, Kota Jakarta Timur",7 KT,LT 240m²,LB 360m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp970 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",4 KT,LT 102m²,LB 150m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 63m²,HGB
Diperbarui 17 hari lalu,Rumah Second,Rp81 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 830m²,LB 900m²,HGB
Diperbarui 17 hari lalu,Rumah Second,Rp12 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",17 KT,LT 356m²,LB 500m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Kalideres, Kota Jakarta Barat",3 KT,LT 120m²,LB 160m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp19 M,"Pesanggrahan, Kota Jakarta Selatan",6 KT,LT 950m²,LB 349m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",2 KT,LT 90m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,4 M","Cakung, Kota Jakarta Timur",4 KT,LT 112m²,LB 168m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Cengkareng, Kota Jakarta Barat",5 KT,LT 176m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Kalideres, Kota Jakarta Barat",4 KT,LT 112m²,LB 100m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,1 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 75m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp175 Jt,"Duren Sawit, Kota Jakarta Timur",2 KT,LT 48m²,LB 48m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 162m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 198m²,LB 220m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp4,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 144m²,LB 144m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp11,9 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 400m²,LB 252m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 102m²,LB 150m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Cakung, Kota Jakarta Timur",4 KT,LT 225m²,LB 360m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp1 M,"Pasar Rebo, Kota Jakarta Timur",2 KT,LT 45m²,LB 72m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp4,8 M","Cakung, Kota Jakarta Timur",4 KT,LT 200m²,LB 250m²,HGB
Diperbarui 17 hari lalu,Rumah Second,Rp650 Jt,"Kemayoran, Kota Jakarta Pusat",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp850 Jt,"Pasar Minggu, Kota Jakarta Selatan",2 KT,LT 93m²,LB 70m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp8,5 M","Cengkareng, Kota Jakarta Barat",6 KT,LT 386m²,LB 386m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 102m²,LB 204m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp1 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 72m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp6,5 M","Cempaka Putih, Kota Jakarta Pusat",5 KT,LT 180m²,LB 460m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp22 M,"Cilandak, Kota Jakarta Selatan",3 KT,LT 932m²,LB 500m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp650 Jt,"Tanah Abang, Kota Jakarta Pusat",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,7 M","Cakung, Kota Jakarta Timur",2 KT,LT 120m²,LB 100m²,SHM
Diperbarui 17 hari lalu,Rumah Baru,"Rp 2,1 M - Rp 3,7 M","Pasar Rebo, Kota Jakarta Timur",3-4 KT,LT 60-90m²,LB 85-179m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Taman Sari, Kota Jakarta Barat",3 KT,LT 257m²,LB 257m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp62 M,"Menteng, Kota Jakarta Pusat",6 KT,LT 745m²,LB 800m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp12,8 M","Grogol Petamburan, Kota Jakarta Barat",7 KT,LT 135m²,LB 336m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,7 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 211m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp12,8 M","Kembangan, Kota Jakarta Barat",7 KT,LT 135m²,LB 336m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp925 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 135m²,LB 75m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Kebon Jeruk, Kota Jakarta Barat",5 KT,LT 144m²,LB 250m²,SHM
Diperbarui 17 hari lalu,Rumah Baru,"Rp 7,6 M - Rp 8,9 M","Cilandak, Kota Jakarta Selatan",HGB,,,
Diperbarui 17 hari lalu,Rumah Second,Rp888 Jt,"Pancoran, Kota Jakarta Selatan",3 KT,LT 60m²,LB 65m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp700 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 46m²,LB 60m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp12,8 M","Kebon Jeruk, Kota Jakarta Barat",7 KT,LT 135m²,LB 336m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Penjaringan, Kota Jakarta Utara",4 KT,LT 102m²,LB 234m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,8 M","Kembangan, Kota Jakarta Barat",3 KT,LT 450m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp888 Jt,"Cilandak, Kota Jakarta Selatan",3 KT,LT 60m²,LB 65m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp2 M,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 90m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,9 M","Cakung, Kota Jakarta Timur",5 KT,LT 168m²,LB 259m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,2 M","Cipayung, Kota Jakarta Timur",3 KT,LT 66m²,LB 82m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp9,3 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 140m²,LB 390m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp21 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 372m²,LB 387m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,2 M","Kemayoran, Kota Jakarta Pusat",15 KT,LT 66m²,LB 250m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp5,9 M","Tebet, Kota Jakarta Selatan",2 KT,LT 494m²,LB 378m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp850 Jt,"Cakung, Kota Jakarta Timur",3 KT,LT 100m²,LB 70m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,6 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 101m²,LB 240m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp45 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 536m²,LB 450m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp87 M,"Menteng, Kota Jakarta Pusat",5 KT,LT 873m²,LB 800m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp12 M,"Cempaka Putih, Kota Jakarta Pusat",6 KT,LT 420m²,LB 1000m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp9,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 646m²,LB 755m²,HGB
Diperbarui 17 hari lalu,Rumah Second,Rp14 M,"Cilandak, Kota Jakarta Selatan",7 KT,LT 500m²,LB 500m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp4,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 144m²,LB 144m²,
Diperbarui 17 hari lalu,Rumah Second,Rp16 M,"Tebet, Kota Jakarta Selatan",3 KT,LT 350m²,LB 340m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp15 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 547m²,LB 277m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,2 M","Cipayung, Kota Jakarta Timur",3 KT,LT 66m²,LB 82m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp13,5 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 420m²,LB 350m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp25 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 1000m²,LB 650m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,7 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 144m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp8 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 222m²,LB 350m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp45 M,"Kebayoran Lama, Kota Jakarta Selatan",7 KT,LT 800m²,LB 1000m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp55 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 651m²,LB 900m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp25 M,"Cilandak, Kota Jakarta Selatan",6 KT,LT 980m²,LB 600m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp65 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",5 KT,LT 1125m²,LB 500m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp35 M,"Menteng, Kota Jakarta Pusat",4 KT,LT 378m²,LB 800m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,8 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 300m²,LB 193m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp55 M,"Menteng, Kota Jakarta Pusat",3 KT,LT 753m²,LB 520m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp15,8 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 480m²,LB 306m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp739 Jt,"Cengkareng, Kota Jakarta Barat",3 KT,LT 75m²,LB 71m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp12 M,"Cilandak, Kota Jakarta Selatan",6 KT,LT 588m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp16,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 886m²,LB 600m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,9 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 110m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,7 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 105m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,6 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 101m²,LB 220m²,SHM
