date,type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Johar Baru, Kota Jakarta Pusat",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp900 Jt,"Cilandak, Kota Jakarta Selatan",3 KT,LT 83m²,LB 150m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp17 M,"Mampang Prapatan, Kota Jakarta Selatan",8 KT,LT 454m²,LB 350m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,8 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 81m²,LB 74m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp6,5 M","Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 200m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp670 Jt,"Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp620 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp6,6 M","Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 205m²,LB 120m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp660 Jt,"Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp15 M,"Kelapa Gading, Kota Jakarta Utara",5 KT,LT 271m²,LB 1000m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 63m²,HGB
Diperbarui 12 hari lalu,Rumah Second,"Rp5,3 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 144m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp945 Jt,"Duren Sawit, Kota Jakarta Timur",2 KT,LT 83m²,LB 83m²,HGB
Diperbarui 12 hari lalu,Rumah Second,Rp680 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp600 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp15 M,"Pasar Minggu, Kota Jakarta Selatan",8 KT,LT 520m²,LB 380m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp22 M,"Kebayoran Baru, Kota Jakarta Selatan",15 KT,LT 371m²,LB 500m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,4 M","Cipayung, Kota Jakarta Timur",3 KT,LT 85m²,LB 107m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,8 M","Grogol Petamburan, Kota Jakarta Barat",2 KT,LT 64m²,LB 110m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,7 M","Kalideres, Kota Jakarta Barat",4 KT,LT 96m²,LB 156m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,6 M","Penjaringan, Kota Jakarta Utara",2 KT,LT 48m²,LB 76m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp11,8 M","Mampang Prapatan, Kota Jakarta Selatan",17 KT,LT 400m²,LB 375m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,7 M","Cakung, Kota Jakarta Timur",3 KT,LT 288m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp1 M,"Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 70m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,3 M","Kembangan, Kota Jakarta Barat",3 KT,LT 90m²,LB 110m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,8 M","Ciracas, Kota Jakarta Timur",6 KT,LT 401m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp185 Jt,"Grogol Petamburan, Kota Jakarta Barat",2 KT,LT 64m²,LB 110m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,4 M","Taman Sari, Kota Jakarta Barat",6 KT,LT 225m²,LB 600m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,3 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 123m²,LB 165m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp6,4 M","Tebet, Kota Jakarta Selatan",4 KT,LT 280m²,LB 197m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp16,5 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 480m²,LB 306m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp685 Jt,"Menteng, Kota Jakarta Pusat",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp3 M,"Pesanggrahan, Kota Jakarta Selatan",6 KT,LT 197m²,LB 175m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 67m²,LB 109m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp6 M,"Kelapa Gading, Kota Jakarta Utara",5 KT,LT 195m²,LB 153m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp3 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",6 KT,LT 180m²,LB 320m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp18,5 M","Tebet, Kota Jakarta Selatan",6 KT,LT 479m²,LB 550m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp5,9 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 250m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp2 M,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 79m²,LB 170m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,2 M","Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 96m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Makasar, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp13,5 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 260m²,LB 500m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp7,8 M","Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 604m²,LB 300m²,HGB
Diperbarui 12 hari lalu,Rumah Second,Rp30 M,"Kebayoran Baru, Kota Jakarta Selatan",7 KT,LT 567m²,LB 750m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,9 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 68m²,LB 135m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,1 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 174m²,LB 220m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp7,3 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 300m²,LB 450m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,4 M","Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 239m²,LB 239m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp780 Jt,"Pasar Rebo, Kota Jakarta Timur",3 KT,LT 71m²,LB 100m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,2 M","Grogol Petamburan, Kota Jakarta Barat",4 KT,LT 127m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp9,3 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 140m²,LB 390m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,2 M","Matraman, Kota Jakarta Timur",3 KT,LT 30m²,LB 80m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp32 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 399m²,LB 700m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp5,5 M","Makasar, Kota Jakarta Timur",6 KT,LT 570m²,LB 280m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,5 M","Kembangan, Kota Jakarta Barat",4 KT,LT 125m²,LB 160m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,5 M","Tanjung Priok, Kota Jakarta Utara",5 KT,LT 270m²,LB 400m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 66m²,LB 120m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 107m²,LB 150m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,5 M","Kelapa Gading, Kota Jakarta Utara",6 KT,LT 135m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 82m²,LB 144m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp5,7 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 104m²,LB 210m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp760 Jt,"Cipayung, Kota Jakarta Timur",3 KT,LT 53m²,LB 52m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,6 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 117m²,LB 120m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",7 KT,LT 176m²,LB 176m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp9 M,"Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 318m²,LB 450m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp33,6 M","Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 560m²,LB 400m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp33 M,"Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 1430m²,LB 600m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp19 M,"Pesanggrahan, Kota Jakarta Selatan",7 KT,LT 1018m²,LB 400m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,7 M","Pasar Rebo, Kota Jakarta Timur",4 KT,LT 202m²,LB 172m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp4 M,"Penjaringan, Kota Jakarta Utara",4 KT,LT 120m²,LB 170m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",7 KT,LT 176m²,LB 176m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,6 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 144m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,9 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 72m²,LB 180m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp2,5 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 133m²,LB 196m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp1,8 M","Penjaringan, Kota Jakarta Utara",2 KT,LT 60m²,LB 100m²,
Diperbarui 12 hari lalu,Rumah Second,Rp7 M,"Penjaringan, Kota Jakarta Utara",5 KT,LT 200m²,LB 180m²,
Diperbarui 12 hari lalu,Rumah Second,Rp850 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 78m²,LB 50m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,8 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 70m²,LB 200m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp991,1 Jt","Ciracas, Kota Jakarta Timur",3 KT,LT 60m²,LB 81m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp8,5 M","Penjaringan, Kota Jakarta Utara",4 KT,LT 180m²,LB 260m²,
Diperbarui 12 hari lalu,Rumah Second,Rp4 M,"Tanah Abang, Kota Jakarta Pusat",3 KT,LT 130m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 108m²,LB 130m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp8,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 370m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,5 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 90m²,LB 200m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp5 M,"Penjaringan, Kota Jakarta Utara",3 KT,LT 136m²,LB 192m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp7,5 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 350m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp975 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 57m²,LB 80m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,5 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 300m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp620 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 36m²,LB 46m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp760 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 45m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp695 Jt,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 42m²,LB 70m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp3 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 160m²,LB 176m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,5 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 80m²,LB 96m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp509 Jt,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",2 KT,LT 22m²,LB 40m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,2 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 72m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 130m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp8,5 M","Mampang Prapatan, Kota Jakarta Selatan",3 KT,LT 300m²,LB 163m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp4 M,"Tanah Abang, Kota Jakarta Pusat",3 KT,LT 130m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp4 M,"Tanah Abang, Kota Jakarta Pusat",3 KT,LT 130m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp17 M,"Mampang Prapatan, Kota Jakarta Selatan",5 KT,LT 1020m²,LB 500m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp610 Jt,"Kemayoran, Kota Jakarta Pusat",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp6 M,"Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 480m²,LB 280m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp8,5 M","Kembangan, Kota Jakarta Barat",6 KT,LT 250m²,LB 425m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp42,5 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 726m²,LB 500m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp660 Jt,"Setiabudi (Setia Budi), Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp35 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 300m²,LB 650m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp630 Jt,"Pasar Rebo, Kota Jakarta Timur",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp2 M,"Penjaringan, Kota Jakarta Utara",4 KT,LT 105m²,LB 263m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,5 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 139m²,LB 139m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,5 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 112m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,1 M","Pancoran, Kota Jakarta Selatan",4 KT,LT 86m²,LB 162m²,HGB
Diperbarui 12 hari lalu,Rumah Second,"Rp3,5 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",4 KT,LT 225m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,6 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 132m²,LB 70m²,
Diperbarui 12 hari lalu,Rumah Second,Rp670 Jt,"Menteng, Kota Jakarta Pusat",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp620 Jt,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp4 M,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 130m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp680 Jt,"Tebet, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp9,8 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 600m²,LB 560m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp11 M,"Kelapa Gading, Kota Jakarta Utara",8 KT,LT 400m²,LB 380m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",2 KT,LT 120m²,LB 100m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,9 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 138m²,LB 200m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,3 M","Cengkareng, Kota Jakarta Barat",2 KT,LT 90m²,LB 121m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp4,2 M","Pasar Minggu, Kota Jakarta Selatan",2 KT,LT 110m²,LB 120m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp9,3 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 140m²,LB 390m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp7 M,"Duren Sawit, Kota Jakarta Timur",6 KT,LT 750m²,LB 383m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,6 M","Ciracas, Kota Jakarta Timur",3 KT,LT 72m²,LB 95m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp7,3 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 218m²,LB 500m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp9,9 M","Kalideres, Kota Jakarta Barat",5 KT,LT 288m²,LB 560m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",2 KT,LT 120m²,LB 100m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",2 KT,LT 120m²,LB 100m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,6 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 78m²,LB 96m²,
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Jatinegara, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp15,5 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 497m²,LB 203m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 114m²,LB 135m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp625 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp5,5 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 355m²,LB 271m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp2 M,"Penjaringan, Kota Jakarta Utara",2 KT,LT 48m²,LB 64m²,
Diperbarui 12 hari lalu,Rumah Second,Rp9 M,"Pasar Minggu, Kota Jakarta Selatan",8 KT,LT 850m²,LB 550m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp26 M,"Pancoran, Kota Jakarta Selatan",5 KT,LT 459m²,LB 650m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,5 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 90m²,LB 200m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",5 KT,LT 212m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp980 Jt,"Cipayung, Kota Jakarta Timur",3 KT,LT 52m²,LB 72m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp11 M,"Koja, Kota Jakarta Utara",5 KT,LT 375m²,LB 600m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,1 M","Pancoran, Kota Jakarta Selatan",4 KT,LT 86m²,LB 162m²,HGB
Diperbarui 12 hari lalu,Rumah Second,Rp635 Jt,"Kemayoran, Kota Jakarta Pusat",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,5 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 58m²,LB 120m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp690 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Cipayung, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp700 Jt,"Tanah Abang, Kota Jakarta Pusat",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp17,5 M","Kebayoran Baru, Kota Jakarta Selatan",7 KT,LT 328m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp26 M,"Pancoran, Kota Jakarta Selatan",5 KT,LT 456m²,LB 650m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 226m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,1 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 80m²,LB 130m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp610 Jt,"Jatinegara, Kota Jakarta Timur",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp5,5 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 144m²,LB 208m²,
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,5 M","Grogol Petamburan, Kota Jakarta Barat",5 KT,LT 128m²,LB 330m²,
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Cakung, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp600 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp6,3 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 355m²,LB 271m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp6,5 M","Penjaringan, Kota Jakarta Utara",4 KT,LT 200m²,LB 320m²,
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp3 M,"Ciracas, Kota Jakarta Timur",8 KT,LT 140m²,LB 120m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp5,9 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 155m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp850 Jt,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 90m²,LB 110m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,6 M","Matraman, Kota Jakarta Timur",3 KT,LT 85m²,LB 100m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,7 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 160m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 63m²,HGB
Diperbarui 12 hari lalu,Rumah Second,Rp620 Jt,"Kebayoran Lama, Kota Jakarta Selatan",2 KT,LT 60m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,9 M","Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 55m²,LB 97m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,4 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 102m²,LB 160m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp888 Jt,"Duren Sawit, Kota Jakarta Timur",2 KT,LT 78m²,LB 65m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp950 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 58m²,LB 100m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,3 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 94m²,LB 54m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp30 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 550m²,LB 376m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp5,8 M","Cengkareng, Kota Jakarta Barat",4 KT,LT 195m²,LB 350m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp275 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 60m²,LB 66m²,SHM
